topic_id,score,side,radway_main_id,radway_secondary_id,radway_other_plausible_ids,radway_confidence,taxonomy_main_id,taxonomy_main_name,in_stage11_rising_atoms,in_stage11_falling_atoms,score_parts,in_current_h6,selected_new,selection_rank
83,5,rising,R8,,R9,medium,4.6,"Emotional Safety, Reassurance & Caretaking",False,False,"{""radway_main"": 3, ""radway_other_plausible"": 1, ""radway_confidence_medium_high"": 1}",False,False,
93,5,rising,R9,,R8,low,4.2,Ongoing Courtship & Everyday Relational Bonding,False,False,"{""radway_main"": 3, ""radway_other_plausible"": 1, ""rising_high_main_bonus"": 1}",False,False,
130,5,falling,R3,,R8,low,4.3,"Secrets, Misunderstandings & Hidden Information",False,False,"{""radway_main"": 3, ""radway_other_plausible"": 1, ""taxonomy_relevant"": 1}",True,False,
160,5,rising,R8,R9,,low,4.2,Ongoing Courtship & Everyday Relational Bonding,False,False,"{""radway_main"": 3, ""radway_secondary"": 2}",False,False,
173,5,rising,R8,,R9,medium,4.6,"Emotional Safety, Reassurance & Caretaking",False,False,"{""radway_main"": 3, ""radway_other_plausible"": 1, ""radway_confidence_medium_high"": 1}",False,False,
174,5,rising,R9,,R8|R11,low,4.2,Ongoing Courtship & Everyday Relational Bonding,False,False,"{""radway_main"": 3, ""radway_other_plausible"": 1, ""rising_high_main_bonus"": 1}",False,False,
179,5,both,R7,R1,R9,low,3.2,Negative Emotions & Distress,False,False,"{""radway_main"": 3, ""radway_other_plausible"": 1, ""taxonomy_relevant"": 1}",False,False,
193,5,rising,R8,,R13,medium,4.6,"Emotional Safety, Reassurance & Caretaking",False,False,"{""radway_main"": 3, ""radway_other_plausible"": 1, ""radway_confidence_medium_high"": 1}",False,False,
196,5,both,R3,R4,R11,medium,2.1,Attraction & Sexual Tension,False,False,"{""radway_main"": 3, ""radway_other_plausible"": 1, ""radway_confidence_medium_high"": 1}",False,False,
213,5,rising,R12,R4,R9,medium,2.5,"Sexual Negotiation, Safety Preparation & Boundaries",False,False,"{""radway_main"": 3, ""radway_other_plausible"": 1, ""radway_confidence_medium_high"": 1}",False,False,
228,5,rising,R8,,R9,medium,1.2,"Pain, Injury & Physical Vulnerability",False,False,"{""radway_main"": 3, ""radway_other_plausible"": 1, ""radway_confidence_medium_high"": 1}",False,False,
286,5,both,R1,R10,R2,medium,4.3,"Secrets, Misunderstandings & Hidden Information",False,False,"{""radway_secondary"": 2, ""radway_other_plausible"": 1, ""taxonomy_relevant"": 1, ""radway_confidence_medium_high"": 1}",True,False,
330,5,rising,R9,,R8,low,4.2,Ongoing Courtship & Everyday Relational Bonding,False,False,"{""radway_main"": 3, ""radway_other_plausible"": 1, ""rising_high_main_bonus"": 1}",False,False,
337,5,rising,R12,,R9,high,2.1,Attraction & Sexual Tension,False,False,"{""radway_main"": 3, ""radway_other_plausible"": 1, ""radway_confidence_medium_high"": 1}",False,False,
367,5,rising,R8,R9,,low,4.2,Ongoing Courtship & Everyday Relational Bonding,False,False,"{""radway_main"": 3, ""radway_secondary"": 2}",False,False,
11,4,falling,R4,R3,R2,medium,2.1,Attraction & Sexual Tension,False,False,"{""radway_secondary"": 2, ""radway_other_plausible"": 1, ""radway_confidence_medium_high"": 1}",False,False,
25,4,rising,R12,,R4,medium,2.1,Attraction & Sexual Tension,False,False,"{""radway_main"": 3, ""radway_confidence_medium_high"": 1}",False,False,
41,4,rising,R12,,R4,high,2.3,Explicit Sexual Acts,False,False,"{""radway_main"": 3, ""radway_confidence_medium_high"": 1}",False,False,
50,4,rising,R10,R1,,low,3.3,Ambivalence & Internal Conflict,False,False,"{""radway_main"": 3, ""rising_high_main_bonus"": 1}",False,False,
63,4,rising,R12,,,high,2.3,Explicit Sexual Acts,False,False,"{""radway_main"": 3, ""radway_confidence_medium_high"": 1}",False,False,
66,4,falling,R1,,R5,medium,3.2,Negative Emotions & Distress,False,True,"{""radway_other_plausible"": 1, ""stage11_refined_match"": 2, ""taxonomy_relevant"": 1}",False,False,
92,4,falling,R1,,R5,low,3.2,Negative Emotions & Distress,False,True,"{""radway_other_plausible"": 1, ""stage11_refined_match"": 2, ""taxonomy_relevant"": 1}",False,False,
104,4,rising,R12,,R4,medium,2.1,Attraction & Sexual Tension,False,False,"{""radway_main"": 3, ""radway_confidence_medium_high"": 1}",False,False,
121,4,falling,R2,,,low,4.3,"Secrets, Misunderstandings & Hidden Information",False,False,"{""radway_main"": 3, ""taxonomy_relevant"": 1}",True,False,
131,4,falling,R3,R4,R5,low,1.7,Facial Expression & Non-Sexual Nonverbal Cues,False,False,"{""radway_main"": 3, ""radway_other_plausible"": 1}",False,False,
144,4,falling,R7,R1,,medium,8.5,"Movement, Transit & Spatial Transition",False,False,"{""radway_main"": 3, ""radway_confidence_medium_high"": 1}",False,False,
151,4,falling,R4,R3,R12,medium,2.5,"Sexual Negotiation, Safety Preparation & Boundaries",False,False,"{""radway_secondary"": 2, ""radway_other_plausible"": 1, ""radway_confidence_medium_high"": 1}",False,False,
155,4,falling,R4,R6,R3,high,2.1,Attraction & Sexual Tension,False,False,"{""radway_secondary"": 2, ""radway_other_plausible"": 1, ""radway_confidence_medium_high"": 1}",False,False,
156,4,rising,R12,,,high,2.5,"Sexual Negotiation, Safety Preparation & Boundaries",False,False,"{""radway_main"": 3, ""radway_confidence_medium_high"": 1}",False,False,
162,4,rising,R12,,R8,low,1.1,Body Parts & Physical Reactions,False,False,"{""radway_main"": 3, ""radway_other_plausible"": 1}",False,False,
165,4,both,R4,R3,R11,medium,2.1,Attraction & Sexual Tension,False,False,"{""radway_secondary"": 2, ""radway_other_plausible"": 1, ""radway_confidence_medium_high"": 1}",False,False,
169,4,rising,R11,,,low,9.2,"Promise, Vow & Future-Tense Speech Acts",False,False,"{""radway_main"": 3, ""rising_high_main_bonus"": 1}",False,False,
172,4,rising,R9,,,low,4.6,"Emotional Safety, Reassurance & Caretaking",False,False,"{""radway_main"": 3, ""rising_high_main_bonus"": 1}",False,False,
190,4,rising,R8,,R9,low,4.6,"Emotional Safety, Reassurance & Caretaking",False,False,"{""radway_main"": 3, ""radway_other_plausible"": 1}",False,False,
201,4,rising,R11,,,low,3.3,Ambivalence & Internal Conflict,False,False,"{""radway_main"": 3, ""rising_high_main_bonus"": 1}",False,False,
208,4,rising,R12,,R4,high,2.3,Explicit Sexual Acts,False,False,"{""radway_main"": 3, ""radway_confidence_medium_high"": 1}",False,False,
218,4,falling,R1,R2,R5,medium,1.6,Character Appearance & Self-Presentation,False,False,"{""radway_secondary"": 2, ""radway_other_plausible"": 1, ""radway_confidence_medium_high"": 1}",False,False,
220,4,falling,R1,,R2,medium,3.2,Negative Emotions & Distress,False,True,"{""radway_other_plausible"": 1, ""stage11_refined_match"": 2, ""taxonomy_relevant"": 1}",False,False,
230,4,rising,R12,,,high,2.3,Explicit Sexual Acts,False,False,"{""radway_main"": 3, ""radway_confidence_medium_high"": 1}",False,False,
248,4,falling,R2,,,low,4.3,"Secrets, Misunderstandings & Hidden Information",False,False,"{""radway_main"": 3, ""taxonomy_relevant"": 1}",True,False,
279,4,rising,R4,R9,R12,medium,2.1,Attraction & Sexual Tension,False,False,"{""radway_secondary"": 2, ""radway_other_plausible"": 1, ""radway_confidence_medium_high"": 1}",False,False,
291,4,rising,R13,,,low,3.3,Ambivalence & Internal Conflict,False,False,"{""radway_main"": 3, ""rising_high_main_bonus"": 1}",False,False,
292,4,rising,R12,,R12,low,2.3,Explicit Sexual Acts,False,False,"{""radway_main"": 3, ""radway_other_plausible"": 1}",False,False,
296,4,falling,R3,,R6,low,1.7,Facial Expression & Non-Sexual Nonverbal Cues,False,False,"{""radway_main"": 3, ""radway_other_plausible"": 1}",False,False,
306,4,both,R1,R10,R5,medium,3.3,Ambivalence & Internal Conflict,False,False,"{""radway_secondary"": 2, ""radway_other_plausible"": 1, ""radway_confidence_medium_high"": 1}",False,False,
313,4,rising,R11,,,low,10.1,Paranormal & Immortal Beings,False,False,"{""radway_main"": 3, ""rising_high_main_bonus"": 1}",False,False,
340,4,rising,R8,,R9,low,4.6,"Emotional Safety, Reassurance & Caretaking",False,False,"{""radway_main"": 3, ""radway_other_plausible"": 1}",False,False,
346,4,falling,R2,,,low,4.3,"Secrets, Misunderstandings & Hidden Information",False,False,"{""radway_main"": 3, ""taxonomy_relevant"": 1}",True,False,
348,4,both,R8,,R6,low,7.1,Interpersonal Non-Romantic Conflict,False,False,"{""radway_main"": 3, ""radway_other_plausible"": 1}",False,False,
365,4,falling,R4,R5,R7,medium,2.1,Attraction & Sexual Tension,False,False,"{""radway_secondary"": 2, ""radway_other_plausible"": 1, ""radway_confidence_medium_high"": 1}",False,False,
370,4,both,R4,R3,R9,medium,2.1,Attraction & Sexual Tension,False,False,"{""radway_secondary"": 2, ""radway_other_plausible"": 1, ""radway_confidence_medium_high"": 1}",False,False,
59,3,falling,R1,,R5,medium,5.1,"Family, Kinship & Parenthood",True,False,"{""radway_other_plausible"": 1, ""stage11_refined_match"": 2}",False,False,
103,3,falling,R7,,R1,low,1.7,Facial Expression & Non-Sexual Nonverbal Cues,False,False,"{""radway_main"": 3}",False,False,
133,3,none,none,,,medium,3.2,Negative Emotions & Distress,False,True,"{""stage11_refined_match"": 2, ""taxonomy_relevant"": 1}",False,False,
166,3,falling,R1,R5,R4,medium,1.1,Body Parts & Physical Reactions,False,False,"{""radway_secondary"": 2, ""radway_confidence_medium_high"": 1}",False,False,
352,3,none,R4,,R12,medium,2.1,Attraction & Sexual Tension,True,False,"{""radway_other_plausible"": 1, ""stage11_refined_match"": 2}",False,False,
353,3,rising,R12,,,low,2.1,Attraction & Sexual Tension,False,False,"{""radway_main"": 3}",False,False,
366,3,none,none,,,medium,3.2,Negative Emotions & Distress,False,True,"{""stage11_refined_match"": 2, ""taxonomy_relevant"": 1}",False,False,
20,2,none,none,,,medium,9.2,"Promise, Vow & Future-Tense Speech Acts",True,False,"{""stage11_refined_match"": 2}",False,False,
73,2,none,none,,,high,9.2,"Promise, Vow & Future-Tense Speech Acts",True,False,"{""stage11_refined_match"": 2}",False,False,
87,2,none,none,,,high,7.2,"Violence, Threats & Non-Sexual Coercion",False,True,"{""stage11_refined_match"": 2}",False,False,
113,2,none,none,,,high,7.2,"Violence, Threats & Non-Sexual Coercion",False,True,"{""stage11_refined_match"": 2}",False,False,
114,2,none,none,,,high,7.2,"Violence, Threats & Non-Sexual Coercion",False,True,"{""stage11_refined_match"": 2}",False,False,
148,2,none,none,,,high,7.2,"Violence, Threats & Non-Sexual Coercion",True,True,"{""stage11_refined_match"": 2}",False,False,
181,2,none,none,,,high,9.2,"Promise, Vow & Future-Tense Speech Acts",False,True,"{""stage11_refined_match"": 2}",False,False,
223,2,none,none,,,high,7.3,"Risk, Danger & External Crises",False,True,"{""stage11_refined_match"": 2}",False,False,
238,2,none,none,,,high,9.2,"Promise, Vow & Future-Tense Speech Acts",True,False,"{""stage11_refined_match"": 2}",False,False,
239,2,none,none,,,high,5.2,"Friends, Allies & Social Circles",True,False,"{""stage11_refined_match"": 2}",False,False,
249,2,none,none,,,high,7.2,"Violence, Threats & Non-Sexual Coercion",False,True,"{""stage11_refined_match"": 2}",False,False,
258,2,none,none,,,high,9.1,Dialogue Delivery & Speech Tags,True,False,"{""stage11_refined_match"": 2}",False,False,
269,2,none,none,,,high,7.2,"Violence, Threats & Non-Sexual Coercion",False,True,"{""stage11_refined_match"": 2}",False,False,
28,1,both,R1,,R5|R9,medium,1.7,Facial Expression & Non-Sexual Nonverbal Cues,False,False,"{""radway_other_plausible"": 1}",False,False,
34,1,falling,R1,,R5,medium,3.3,Ambivalence & Internal Conflict,False,False,"{""radway_other_plausible"": 1}",False,False,
72,1,falling,R4,,R3,medium,2.1,Attraction & Sexual Tension,False,False,"{""radway_other_plausible"": 1}",False,False,
98,1,none,R4,,R12,medium,2.1,Attraction & Sexual Tension,False,False,"{""radway_other_plausible"": 1}",False,False,
139,1,none,R4,,R8,medium,2.1,Attraction & Sexual Tension,False,False,"{""radway_other_plausible"": 1}",False,False,
152,1,none,none,,,medium,3.2,Negative Emotions & Distress,False,False,"{""taxonomy_relevant"": 1}",False,False,
159,1,rising,R1,,R10,medium,3.3,Ambivalence & Internal Conflict,False,False,"{""radway_other_plausible"": 1}",False,False,
245,1,none,R4,,R12,low,2.1,Attraction & Sexual Tension,False,False,"{""radway_other_plausible"": 1}",False,False,
263,1,falling,R1,R4,R2,medium,3.3,Ambivalence & Internal Conflict,False,False,"{""radway_other_plausible"": 1}",False,False,
267,1,rising,R4,,R9,low,1.7,Facial Expression & Non-Sexual Nonverbal Cues,False,False,"{""radway_other_plausible"": 1}",False,False,
285,1,none,none,,,high,3.2,Negative Emotions & Distress,False,False,"{""taxonomy_relevant"": 1}",True,False,
0,0,none,none,,,high,8.5,"Movement, Transit & Spatial Transition",False,False,{},False,False,
2,0,none,none,,,high,8.3b,Everyday Props & Communication Media,False,False,{},False,False,
9,0,none,none,,,high,9.2,"Promise, Vow & Future-Tense Speech Acts",False,False,{},False,False,
10,0,none,none,,,high,6.5,Institutional Settings & Procedures,False,False,{},False,False,
12,0,none,none,,,high,1.1,Body Parts & Physical Reactions,False,False,{},False,False,
14,0,none,none,,,medium,9.1,Dialogue Delivery & Speech Tags,False,False,{},False,False,
15,0,none,none,,,high,noise,Noise / Technical / Paratext,False,False,{},False,False,
16,0,none,none,,,high,uncertain_interpretable,Interpretable but Not Axis-Safe,False,False,{},False,False,
17,0,none,none,,,high,8.1,Domestic Spaces & Routines,False,False,{},False,False,
22,0,none,none,,,high,6.1b,Generic Business / Institutional Negotiation,False,False,{},False,False,
23,0,none,none,,,medium,1.1,Body Parts & Physical Reactions,False,False,{},False,False,
27,0,none,none,,,high,7.3,"Risk, Danger & External Crises",False,False,{},False,False,
30,0,none,none,,,high,8.5,"Movement, Transit & Spatial Transition",False,False,{},False,False,
32,0,none,none,,,high,8.3b,Everyday Props & Communication Media,False,False,{},False,False,
33,0,none,none,,,high,10.1,Paranormal & Immortal Beings,False,False,{},False,False,
35,0,none,none,,,high,8.4,"Time, Seasons & Temporal Framing",False,False,{},False,False,
40,0,none,none,,,high,uncertain_interpretable,Interpretable but Not Axis-Safe,False,False,{},False,False,
42,0,none,none,,,high,1.7,Facial Expression & Non-Sexual Nonverbal Cues,False,False,{},False,False,
44,0,none,none,,,medium,3.3,Ambivalence & Internal Conflict,False,False,{},False,False,
47,0,none,none,,,high,1.1,Body Parts & Physical Reactions,False,False,{},False,False,
48,0,none,none,,,medium,9.1,Dialogue Delivery & Speech Tags,False,False,{},False,False,
49,0,none,none,,,high,8.2,"Public, Travel & Leisure Spaces",False,False,{},False,False,
53,0,none,none,,,high,8.3b,Everyday Props & Communication Media,False,False,{},False,False,
55,0,none,none,,,medium,2.5,"Sexual Negotiation, Safety Preparation & Boundaries",False,False,{},False,False,
60,0,none,none,,,medium,3.3,Ambivalence & Internal Conflict,False,False,{},False,False,
67,0,none,none,,,medium,5.3b,"Community Judgment, Gossip & Social Events",False,False,{},False,False,
68,0,none,none,,,high,9.2,"Promise, Vow & Future-Tense Speech Acts",False,False,{},False,False,
69,0,none,none,,,high,10.1,Paranormal & Immortal Beings,False,False,{},False,False,
71,0,none,none,,,high,8.5,"Movement, Transit & Spatial Transition",False,False,{},False,False,
74,0,none,none,,,high,1.7,Facial Expression & Non-Sexual Nonverbal Cues,False,False,{},False,False,
75,0,none,none,,,high,5.1,"Family, Kinship & Parenthood",False,False,{},False,False,
76,0,none,none,,,high,9.1,Dialogue Delivery & Speech Tags,False,False,{},False,False,
77,0,none,none,,,high,1.6,Character Appearance & Self-Presentation,False,False,{},False,False,
79,0,none,none,,,high,6.2,Work & Professional Identity,False,False,{},False,False,
81,0,none,none,,,high,5.1,"Family, Kinship & Parenthood",False,False,{},False,False,
84,0,none,none,,,high,8.3b,Everyday Props & Communication Media,False,False,{},False,False,
89,0,none,none,,,high,8.4,"Time, Seasons & Temporal Framing",False,False,{},False,False,
90,0,none,none,,,high,1.7,Facial Expression & Non-Sexual Nonverbal Cues,False,False,{},False,False,
91,0,none,none,,,high,7.1,Interpersonal Non-Romantic Conflict,False,False,{},False,False,
95,0,none,none,,,medium,3.3,Ambivalence & Internal Conflict,False,False,{},False,False,
97,0,none,none,,,high,9.3,"Humor, Banter & Light Register",False,False,{},False,False,
106,0,none,none,,,high,8.5,"Movement, Transit & Spatial Transition",False,False,{},False,False,
107,0,none,none,,,medium,1.1,Body Parts & Physical Reactions,False,False,{},False,False,
108,0,none,none,,,high,9.3,"Humor, Banter & Light Register",False,False,{},False,False,
110,0,none,none,,,medium,9.2,"Promise, Vow & Future-Tense Speech Acts",False,False,{},False,False,
111,0,none,none,,,high,9.2,"Promise, Vow & Future-Tense Speech Acts",False,False,{},False,False,
112,0,none,R1,,,medium,6.4,"Economic Precarity, Security & Dependency",False,False,{},False,False,
115,0,none,none,,,high,8.5,"Movement, Transit & Spatial Transition",False,False,{},False,False,
120,0,none,none,,,high,8.1,Domestic Spaces & Routines,False,False,{},False,False,
122,0,none,none,,,high,1.2,"Pain, Injury & Physical Vulnerability",False,False,{},False,False,
125,0,none,none,,,high,2.5,"Sexual Negotiation, Safety Preparation & Boundaries",False,False,{},False,False,
127,0,none,none,,,high,1.6,Character Appearance & Self-Presentation,False,False,{},False,False,
132,0,none,none,,,high,1.2,"Pain, Injury & Physical Vulnerability",False,False,{},False,False,
134,0,none,none,,,high,9.2,"Promise, Vow & Future-Tense Speech Acts",False,False,{},False,False,
136,0,none,none,,,high,9.4,Interior Monologue Particles & Self-Talk,False,False,{},False,False,
137,0,none,none,,,high,6.2,Work & Professional Identity,False,False,{},False,False,
138,0,none,none,,,medium,3.1,"Positive Resolution, Relief & Emotional Payoff",False,False,{},False,False,
141,0,none,none,,,high,6.3,Shared Workplaces & Professional Interaction,False,False,{},False,False,
143,0,none,none,,,high,5.1,"Family, Kinship & Parenthood",False,False,{},False,False,
146,0,none,none,,,high,9.2,"Promise, Vow & Future-Tense Speech Acts",False,False,{},False,False,
147,0,none,none,,,high,6.1b,Generic Business / Institutional Negotiation,False,False,{},False,False,
150,0,none,none,,,high,9.1,Dialogue Delivery & Speech Tags,False,False,{},False,False,
153,0,none,none,,,high,8.1,Domestic Spaces & Routines,False,False,{},False,False,
154,0,none,none,,,medium,1.1,Body Parts & Physical Reactions,False,False,{},False,False,
158,0,none,none,,,high,5.2,"Friends, Allies & Social Circles",False,False,{},False,False,
163,0,none,none,,,medium,1.2,"Pain, Injury & Physical Vulnerability",False,False,{},False,False,
164,0,none,none,,,high,9.2,"Promise, Vow & Future-Tense Speech Acts",False,False,{},False,False,
168,0,none,none,,,high,9.2,"Promise, Vow & Future-Tense Speech Acts",False,False,{},False,False,
171,0,none,none,,,medium,1.6,Character Appearance & Self-Presentation,False,False,{},False,False,
176,0,none,none,,,high,9.2,"Promise, Vow & Future-Tense Speech Acts",False,False,{},False,False,
178,0,none,none,,,high,6.1b,Generic Business / Institutional Negotiation,False,False,{},False,False,
180,0,none,none,,,high,uncertain_interpretable,Interpretable but Not Axis-Safe,False,False,{},False,False,
182,0,none,none,,,high,8.3b,Everyday Props & Communication Media,False,False,{},False,False,
183,0,none,none,,,high,8.3b,Everyday Props & Communication Media,False,False,{},False,False,
184,0,none,none,,,high,7.3,"Risk, Danger & External Crises",False,False,{},False,False,
186,0,none,none,,,high,10.1,Paranormal & Immortal Beings,False,False,{},False,False,
187,0,none,none,,,low,uncertain_interpretable,Interpretable but Not Axis-Safe,False,False,{},False,False,
188,0,none,none,,,medium,10.1,Paranormal & Immortal Beings,False,False,{},False,False,
189,0,none,none,,,high,6.3,Shared Workplaces & Professional Interaction,False,False,{},False,False,
191,0,none,none,,,high,6.2,Work & Professional Identity,False,False,{},False,False,
192,0,none,none,,,high,1.6,Character Appearance & Self-Presentation,False,False,{},False,False,
198,0,none,none,,,high,1.7,Facial Expression & Non-Sexual Nonverbal Cues,False,False,{},False,False,
199,0,none,none,,,high,7.4,Unwanted or Coercive Sexual Contact,False,False,{},False,False,
200,0,none,none,,,high,8.5,"Movement, Transit & Spatial Transition",False,False,{},False,False,
202,0,none,none,,,high,1.7,Facial Expression & Non-Sexual Nonverbal Cues,False,False,{},False,False,
203,0,none,none,,,high,2.5,"Sexual Negotiation, Safety Preparation & Boundaries",False,False,{},False,False,
205,0,none,none,,,high,1.7,Facial Expression & Non-Sexual Nonverbal Cues,False,False,{},False,False,
206,0,none,none,,,high,8.5,"Movement, Transit & Spatial Transition",False,False,{},False,False,
207,0,none,none,,,high,3.3,Ambivalence & Internal Conflict,False,False,{},False,False,
209,0,none,none,,,medium,1.6,Character Appearance & Self-Presentation,False,False,{},False,False,
211,0,none,none,,,high,9.2,"Promise, Vow & Future-Tense Speech Acts",False,False,{},False,False,
212,0,none,none,,,high,8.3b,Everyday Props & Communication Media,False,False,{},False,False,
215,0,none,none,,,high,3.3,Ambivalence & Internal Conflict,False,False,{},False,False,
216,0,none,none,,,medium,8.3b,Everyday Props & Communication Media,False,False,{},False,False,
219,0,none,none,,,high,9.2,"Promise, Vow & Future-Tense Speech Acts",False,False,{},False,False,
221,0,none,none,,,high,uncertain_interpretable,Interpretable but Not Axis-Safe,False,False,{},False,False,
222,0,none,none,,,medium,1.7,Facial Expression & Non-Sexual Nonverbal Cues,False,False,{},False,False,
225,0,none,none,,,high,8.3b,Everyday Props & Communication Media,False,False,{},False,False,
226,0,none,none,,,medium,3.3,Ambivalence & Internal Conflict,False,False,{},False,False,
227,0,none,none,,,medium,2.5,"Sexual Negotiation, Safety Preparation & Boundaries",False,False,{},False,False,
234,0,none,none,,,high,8.5,"Movement, Transit & Spatial Transition",False,False,{},False,False,
235,0,none,none,,,high,8.1,Domestic Spaces & Routines,False,False,{},False,False,
236,0,none,none,,,high,10.3,"Mystery, Suspense & Investigation",False,False,{},False,False,
241,0,none,none,,,medium,1.6,Character Appearance & Self-Presentation,False,False,{},False,False,
243,0,none,none,,,high,5.1,"Family, Kinship & Parenthood",False,False,{},False,False,
246,0,none,none,,,high,1.7,Facial Expression & Non-Sexual Nonverbal Cues,False,False,{},False,False,
251,0,none,none,,,medium,3.3,Ambivalence & Internal Conflict,False,False,{},False,False,
252,0,none,none,,,high,9.1,Dialogue Delivery & Speech Tags,False,False,{},False,False,
253,0,none,none,,,high,1.6,Character Appearance & Self-Presentation,False,False,{},False,False,
255,0,none,none,,,high,10.1,Paranormal & Immortal Beings,False,False,{},False,False,
259,0,none,none,,,high,7.3,"Risk, Danger & External Crises",False,False,{},False,False,
260,0,none,none,,,high,8.2,"Public, Travel & Leisure Spaces",False,False,{},False,False,
262,0,none,none,,,high,9.4,Interior Monologue Particles & Self-Talk,False,False,{},False,False,
268,0,none,none,,,high,1.6,Character Appearance & Self-Presentation,False,False,{},False,False,
270,0,none,none,,,high,8.5,"Movement, Transit & Spatial Transition",False,False,{},False,False,
274,0,none,none,,,high,9.4,Interior Monologue Particles & Self-Talk,False,False,{},False,False,
275,0,none,none,,,high,9.3,"Humor, Banter & Light Register",False,False,{},False,False,
276,0,none,none,,,high,9.4,Interior Monologue Particles & Self-Talk,False,False,{},False,False,
284,0,none,none,,,high,7.3,"Risk, Danger & External Crises",False,False,{},False,False,
287,0,none,none,,,high,3.4,"Beliefs, Values & Moral Reflection",False,False,{},False,False,
295,0,none,none,,,high,uncertain_interpretable,Interpretable but Not Axis-Safe,False,False,{},False,False,
304,0,none,none,,,high,10.1,Paranormal & Immortal Beings,False,False,{},False,False,
308,0,none,none,,,high,8.4,"Time, Seasons & Temporal Framing",False,False,{},False,False,
311,0,none,none,,,high,9.2,"Promise, Vow & Future-Tense Speech Acts",False,False,{},False,False,
312,0,none,none,,,high,noise,Noise / Technical / Paratext,False,False,{},False,False,
317,0,none,none,,,medium,3.3,Ambivalence & Internal Conflict,False,False,{},False,False,
320,0,none,none,,,high,6.5,Institutional Settings & Procedures,False,False,{},False,False,
321,0,none,none,,,high,8.2,"Public, Travel & Leisure Spaces",False,False,{},False,False,
323,0,none,none,,,medium,1.6,Character Appearance & Self-Presentation,False,False,{},False,False,
324,0,none,none,,,high,7.3,"Risk, Danger & External Crises",False,False,{},False,False,
325,0,none,none,,,high,9.3,"Humor, Banter & Light Register",False,False,{},False,False,
327,0,none,none,,,high,7.3,"Risk, Danger & External Crises",False,False,{},False,False,
328,0,none,none,,,high,1.7,Facial Expression & Non-Sexual Nonverbal Cues,False,False,{},False,False,
333,0,none,none,,,high,10.1,Paranormal & Immortal Beings,False,False,{},False,False,
336,0,none,none,,,medium,9.4,Interior Monologue Particles & Self-Talk,False,False,{},False,False,
339,0,none,none,,,high,8.2,"Public, Travel & Leisure Spaces",False,False,{},False,False,
341,0,none,none,,,high,5.3b,"Community Judgment, Gossip & Social Events",False,False,{},False,False,
342,0,none,none,,,high,uncertain_interpretable,Interpretable but Not Axis-Safe,False,False,{},False,False,
345,0,none,none,,,high,7.4,Unwanted or Coercive Sexual Contact,False,False,{},False,False,
347,0,none,none,,,high,1.6,Character Appearance & Self-Presentation,False,False,{},False,False,
349,0,none,none,,,high,9.2,"Promise, Vow & Future-Tense Speech Acts",False,False,{},False,False,
350,0,none,none,,,medium,1.7,Facial Expression & Non-Sexual Nonverbal Cues,False,False,{},False,False,
354,0,none,none,,,high,1.6,Character Appearance & Self-Presentation,False,False,{},False,False,
357,0,none,none,,,high,7.1,Interpersonal Non-Romantic Conflict,False,False,{},False,False,
360,0,none,none,,,high,6.1b,Generic Business / Institutional Negotiation,False,False,{},False,False,
363,0,none,none,,,high,10.3,"Mystery, Suspense & Investigation",False,False,{},False,False,
364,0,none,none,,,high,1.6,Character Appearance & Self-Presentation,False,False,{},False,False,
368,0,none,none,,,high,1.7,Facial Expression & Non-Sexual Nonverbal Cues,False,False,{},False,False,
369,0,none,none,,,high,9.3,"Humor, Banter & Light Register",False,False,{},False,False,
371,0,none,none,,,high,5.2,"Friends, Allies & Social Circles",False,False,{},False,False,
